budget,genres,id,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,release_quarter,season,main_genre,genre_count,keywords
30000000,"['Animation', 'Comedy', 'Fantasy']",14239,en,11.781895,"['Paramount Pictures', 'Paramount Animation']",['United States of America'],14110589.0,102.0,Cool World,4.9,135.0,1992,7,10,3,Summer,Animation,3,"['sex', 'seduction', 'comic book', 'alternate dimension', 'adult animation', 'cartoonist', 'live action and animation']"
11000000,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']",55448,en,4.08938,['Hollywood Pictures'],['United States of America'],1044824.0,100.0,Money for Nothing,5.1,21.0,1993,9,10,3,Fall,Drama,5,[]
13000000,"['Science Fiction', 'Thriller']",1954,en,12.994939,"['New Line Cinema', 'FilmEngine', 'Katalyst Films', 'BenderSpink', 'Province of British Columbia Production Services Tax Credit']","['Canada', 'United States of America']",96060858.0,113.0,The Butterfly Effect,7.3,2119.0,2004,1,22,1,Winter,Horror,2,"['amnesia', 'chaos theory', 'blackout', 'time travel', 'flashback']"
17000000,"['Comedy', 'Romance']",13476,en,5.924226,['DreamWorks SKG'],['United States of America'],16980098.0,95.0,Win a Date with Tad Hamilton!,5.5,163.0,2004,1,23,1,Winter,Comedy,2,"['celebrity', 'romantic comedy', 'male female relationship', 'movie star']"
50000000,"['Comedy', 'Crime']",12634,en,6.496271,"['Shangri-La Entertainment', 'Material', 'Taormina Productions']",['United States of America'],6808550.0,88.0,The Big Bounce,5.0,77.0,2004,1,30,1,Winter,Comedy,2,"['hotel', 'robbery', 'based on novel', 'judge', 'hawaii', 'blackmail', 'seduction', 'yacht', 'waterfall', 'delinquency', 'safe', 'stolen money', 'deception', 'skinny dipping', 'cell phone', 'double cross', 'beach house', 'elmore leonard', 'scheming', 'yellow bikini']"
850000,"['Drama', 'Comedy', 'Romance']",15708,en,3.334942,['TLA Releasing'],['United States of America'],819939.0,107.0,Latter Days,6.8,57.0,2003,7,10,3,Summer,Drama,3,"['gay', 'coming out', 'religion', 'mormon']"
18000000,"['Comedy', 'Drama']",21301,en,8.353739,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],65070412.0,106.0,Barbershop 2:  Back in Business,5.7,77.0,2004,1,20,1,Winter,Comedy,2,['blaxploitation']
18000000,"['Family', 'Action', 'Adventure']",20483,en,5.226389,"['Fox 2000 Pictures', 'Mad Chance', 'Nimbus Film Productions', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', 'Splendid Productions']",['United States of America'],16702864.0,92.0,Catch That Kid,5.0,78.0,2004,2,6,1,Winter,Animation,3,['bank robbery']
28000000,"['Drama', 'History']",14292,en,8.248999,['Walt Disney'],['United States of America'],64445708.0,135.0,Miracle,7.0,162.0,2004,2,6,1,Winter,Drama,2,"['olympic games', 'sport', 'ice hockey', 'milwaukee wisconsin', 'st. paul minnesota', 'gas rationing', 'lake placid new york', 'aftercreditsstinger', 'duringcreditsstinger']"
15000000,"['Drama', 'Romance']",1278,en,6.685981,"['Peninsula Films', 'Recorded Picture Company (RPC)', 'Fiction Films']","['France', 'Italy', 'United Kingdom']",15121165.0,115.0,The Dreamers,7.2,680.0,2003,9,1,3,Fall,Drama,2,"['paris', 'love triangle', 'male nudity', 'female nudity', 'sex', 'hotel', 'sexuality', 'cinephilia', 'flat', 'bathing', 'riot', 'first time', ""students' movement"", 'crush', 'american', 'twins', 'apartment', 'incest']"
70000,"['Comedy', 'Action', 'Crime']",29473,en,1.411831,"['First Artists', 'Warner Bros.', 'Verdon Productions Limited']",['United States of America'],11800000.0,110.0,Let's Do It Again,7.7,10.0,1975,10,11,4,Fall,Comedy,3,"['gambling', 'hypnosis', 'money', 'blaxploitation', 'gang', 'church']"
2000000,"['Crime', 'Drama']",11023,en,14.379879,"['Fox Searchlight Pictures', 'Sound for Film', 'Working Title Films', 'Antidote Films (I)']",['United States of America'],4601043.0,100.0,Thirteen,6.6,355.0,2003,8,20,3,Summer,Action,2,"['cheating', 'dysfunctional family', 'teen angst', 'underage drinking', 'domestic violence', 'makeover', 'drug overdose', 'teacher student relationship', 'street life', 'movie theater', 'razor blade', 'tattoo shop', 'peer pressure', 'shoe store', 'overachiever', 'reference to jack black', 'flunking out of school', 'promiscuous mother', 'glue sniffing', 'woman director']"
1100000,['Drama'],35227,en,0.838095,['Universal Film Manufacturing Company'],['United States of America'],400200.0,117.0,Foolish Wives,6.4,10.0,1922,1,11,1,Winter,Drama,1,"['monte carlo', 'court', 'wig']"
18000000,"['Action', 'Comedy']",11221,en,1.975174,"['Paramount Pictures', 'Cinema Group Ventures']",['United States of America'],19265302.0,94.0,Best Defense,3.6,25.0,1984,7,20,3,Summer,Action,2,"['middle east', 'armor', 'kgb', 'test', 'error', 'engineer', 'army']"
75000000,"['Comedy', 'Romance']",1824,en,11.134888,"['Columbia Pictures Corporation', 'Happy Madison Productions', 'Anonymous Content', 'Flower Films (II)']",['United States of America'],196482882.0,99.0,50 First Dates,6.6,2161.0,2004,2,13,1,Winter,Comedy,2,"['deja vu', 'amnesia', 'hawaii', 'ladykiller', 'romantic comedy']"
30000000,['Comedy'],16784,en,3.832792,"['Twentieth Century Fox Film Corporation', 'Intermedia Films', 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'Mooseport Productions']","['Germany', 'United States of America']",14000000.0,110.0,Welcome to Mooseport,4.8,54.0,2004,2,24,1,Winter,Comedy,1,[]
1300000,"['Action', 'Thriller', 'Drama']",11951,en,5.184013,"['Twentieth Century Fox Film Corporation', 'Cupid Productions']",['United States of America'],72266306.0,99.0,Vanishing Point,7.1,110.0,1971,1,15,1,Winter,Action,3,"['san francisco', 'bet', 'denver', 'police', 'auto-tuning']"
1135654,"['Action', 'Adventure', 'Drama', 'Family', 'Fantasy']",28963,en,3.878515,['Douglas Fairbanks Pictures'],['United States of America'],1213880.0,149.0,The Thief of Bagdad,7.4,37.0,1924,3,18,1,Spring,Action,5,"['male nudity', 'treasure', 'magic', 'palace', 'flying carpet', 'bagdad', 'rope', 'princess', 'thief', 'suitor', 'disguise', 'apple']"
12500000,"['Action', 'Adventure', 'Comedy']",9838,en,6.138795,"['Cannon Group', 'Golan-Globus Productions', 'Cannon Productions']",['United States of America'],238227.0,100.0,King Solomon's Mines,5.0,101.0,1985,3,20,1,Spring,Action,3,"['africa', 'riddle', 'treasure', 'adventure', 'treasure hunt', 'disappearance', 'archaeologist', 'archeology ', 'allan quatermain']"
8500000,"['Action', 'Crime', 'Thriller']",2099,en,9.292099,"['De Laurentiis Entertainment Group (DEG)', 'Famous Films (II)', 'International Film Corporation']",['United States of America'],16209459.0,106.0,Raw Deal,5.5,159.0,1986,6,6,2,Summer,Action,3,"['chicago', 'fbi', 'mafia boss', 'gangster', 'bomb attack']"
39000000,"['Romance', 'Drama']",8842,en,1.381022,"['Paramount Pictures', 'Cort/Madden Productions', 'ATR Films', 'MMP Erste Filmproduktions', 'Moviemakers Productions (MMP)']","['Germany', 'United States of America']",6614280.0,106.0,Against the Ropes,4.5,32.0,2004,2,20,1,Winter,Comedy,2,"['biography', 'sport']"
15000000,['Comedy'],11132,en,7.423275,['Walt Disney Pictures'],"['Germany', 'United States of America']",29331068.0,89.0,Confessions of a Teenage Drama Queen,5.1,228.0,2004,2,17,1,Winter,Comedy,1,"['rock star', 'spotlight', 'high school', 'party', 'rivalry', 'woman director', 'boys']"
25000000,['Comedy'],9352,en,6.275468,"['DreamWorks SKG', 'The Montecito Picture Company', 'Blue Sea Productions']",['United States of America'],20796847.0,93.0,EuroTrip,6.5,673.0,2004,2,20,1,Winter,Comedy,1,"['paris', 'berlin', 'alcohol', 'sex', 'nudity', 'adventure', 'pen pals', 'travel', 'nudism', 'marijuana', 'teenager', 'duringcreditsstinger']"
30000000,['Drama'],615,en,13.194168,"['Icon Productions', 'Twentieth Century Fox Film Corporation']",['United States of America'],611899420.0,127.0,The Passion of the Christ,6.9,888.0,2004,2,25,1,Winter,Drama,1,"['christianity', 'jewry', 'roman empire', 'jesus christ', 'suffering', 'apostle', 'last supper', 'roman', 'bible', 'mission', 'torture']"
8500000,"['Comedy', 'Horror']",11217,en,6.57613,"['Fox Searchlight Pictures', 'Broken Lizard Industries', 'Coconut Pete Productions']",['United States of America'],5001655.0,104.0,Club Dread,5.1,107.0,2004,2,27,1,Winter,Comedy,2,"['island', 'machete', 'beautiful woman', 'serial killer', 'murder hunt']"
25000000,"['Drama', 'Romance']",10677,en,4.475359,"['Miramax Films', 'Lions Gate Films', 'Artisan Entertainment', 'Lawrence Bender Productions', 'Havana Nights LLC']",['United States of America'],27685016.0,86.0,Dirty Dancing: Havana Nights,6.0,154.0,2004,2,27,1,Winter,Drama,2,"['dance', 'reicher amerikaner', 'cuban revolution', 'little boy', 'falling in love']"
50000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",13572,en,5.376246,"['Paramount Pictures', 'Kopelson Entertainment', 'Harlequin Pictures', 'Intertainment AG', 'Blackout Productions Inc.']","['Germany', 'United States of America']",25195000.0,97.0,Twisted,5.3,127.0,2004,2,27,1,Winter,Action,5,[]
4800000,"['Comedy', 'Drama', 'Romance']",338,de,10.605595,"['WDR', 'Arte', 'X-Filme Creative Pool']",['Germany'],79384880.0,121.0,"Good bye, Lenin!",7.4,602.0,2003,2,9,1,Winter,Comedy,3,"['bureaucracy', 'berlin wall', 'police state', 'coma', 'loss of mother', 'wife husband relationship', 'patriotism', 'german democratic republic', 'socialism', 'news broadcast', 'loss of father', 'lenin', 'single', ' ', 'filmes contra o comunismo']"
100000000,"['Western', 'Adventure']",2023,en,8.140709,"['Casey Silver Productions', 'Touchstone Pictures', 'Dune Films']","['United States of America', 'Morocco']",108103450.0,136.0,Hidalgo,6.5,321.0,2004,3,5,1,Spring,Action,2,"['horse race', 'horse', 'racehorse']"
60000000,"['Comedy', 'Crime']",9384,en,10.776138,"['Weed Road Pictures', 'Warner Bros.', 'Dimension Films', 'Red Hour Films', 'AR-TL']",['United States of America'],170268750.0,101.0,Starsky & Hutch,5.6,661.0,2004,3,5,1,Spring,Comedy,2,"['informant', 'jumping from a rooftop', 'surveillance footage']"
26000000,['Comedy'],17047,en,12.59201,"['Splendid Pictures', 'Maverick Films', 'Metro-Goldwyn-Mayer (MGM)', 'Dylan Sellers Productions', 'Madacy Entertainment']",['United States of America'],28818995.0,100.0,Agent Cody Banks 2: Destination London,5.2,145.0,2004,6,24,2,Summer,Comedy,1,"['london england', 'cia', 'teenage hero', 'teen spy', 'cia agent']"
25000000,['Comedy'],10591,en,13.083718,"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Daybreak']",['United States of America'],30411183.0,108.0,The Girl Next Door,6.3,844.0,2004,4,9,2,Spring,Comedy,1,"['porn actor', 'pornographic video', 'high school', 'school party', 'blonde', 'girl next door']"
40000000,"['Thriller', 'Mystery']",1586,en,9.524283,"['Columbia Pictures Corporation', 'Pariah Entertainment Group', 'Grand Slam Productions', ""Mel's Cite du Cinema""]",['United States of America'],92913171.0,96.0,Secret Window,6.4,1007.0,2004,3,12,1,Spring,Action,2,"['alcohol', 'adultery', 'detective', 'mississippi', 'jealousy', 'isolation', 'paranoia', 'motel', 'window', 'nightmare', 'letter', 'ax', 'notebook', 'police', 'murder', 'mystery', 'arson', 'writer', 'divorce']"
19250000,"['Mystery', 'Action', 'Drama', 'Thriller', 'Crime']",11169,en,7.364519,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Signature Pictures', 'Linson Entertainment', 'Art Linson Productions', 'ApolloMedia Distribution', 'ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I)', 'QI Quality International GmbH & Co. KG', 'Spartan Productions (II)']","['Germany', 'United States of America']",8112712.0,102.0,Spartan,6.3,104.0,2004,3,12,1,Spring,Action,5,"['secret agent', 'politics', 'dubai', 'illegal prostitution']"
19000000,"['Comedy', 'Family']",2778,en,2.459293,['Orion Pictures'],['United States of America'],7411659.0,89.0,Clifford,5.3,17.0,1994,4,1,2,Spring,Comedy,2,"['shenanigan', 'uncle']"
12,"['Fantasy', 'Drama', 'Comedy', 'Family', 'Adventure']",47168,en,1.410322,['Allied Filmmakers'],['United Kingdom'],1.0,84.0,The Wind in the Willows,4.9,16.0,1996,10,16,4,Fall,Adventure,5,[]
28000000,"['Fantasy', 'Horror', 'Action']",924,en,13.157873,"['New Amsterdam Entertainment', 'Strike Entertainment', 'Metropolitan Filmexport', 'Toho-Towa', 'Cruel and Unusual Films']",['United States of America'],102356381.0,101.0,Dawn of the Dead,6.8,1039.0,2004,3,19,1,Spring,Adventure,3,"['refugee', 'mass murder', 'habor', 'car journey', 'department store', 'blackout', 'bus ride', 'pregnancy and birth', 'dying and death', 'bite', 'to shoot dead', 'lorry', 'munition', 'basement garage', 'guard', 'zombie', 'dog', 'car', 'duringcreditsstinger']"
20000000,"['Science Fiction', 'Drama', 'Romance']",38,en,12.906327,"['Anonymous Content', 'This Is That Productions', 'Focus Features']",['United States of America'],72258126.0,108.0,Eternal Sunshine of the Spotless Mind,7.9,3758.0,2004,3,19,1,Spring,Horror,3,"['deja vu', 'regret', 'jealousy', 'amnesia', 'dream', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', 'love story', 'bittersweet']"
45000000,"['Action', 'Crime', 'Mystery', 'Thriller']",11081,en,7.85646,"['Village Roadshow Pictures', 'Atmosphere Entertainment MM', 'Warner Bros.']",['United States of America'],65470529.0,103.0,Taking Lives,6.0,356.0,2004,3,19,1,Spring,Action,4,"['underdog', 'strangeness', 'special capabilities', 'undercover agent', 'investigation', 'special unit', 'montreal', 'serial killer', 'colleague']"
5000000,"['Romance', 'Action', 'Comedy', 'Crime', 'Mystery', 'Drama']",16941,en,3.715985,"['UK Film Council', 'Portman Film', 'Irish Film Board', 'Parallel Film Productions', 'Brown Sauce Film Productions', 'Company of Wolves']","['Ireland', 'United Kingdom']",4856298.0,105.0,Intermission,6.4,51.0,2003,8,29,3,Summer,Comedy,6,"['suspense', 'thriller', 'independent film']"
35000000,"['Comedy', 'Romance']",9541,en,5.706507,"['Miramax Films', 'Beverly Detroit', 'View Askew Productions', 'Close Call Films']",['United States of America'],36098382.0,102.0,Jersey Girl,5.8,333.0,2004,3,25,1,Spring,Comedy,2,"['yuppie', 'daughter', 'loss of wife']"
3000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",20304,en,6.212433,"['ContentFilm', 'Visionbox Pictures', 'White Orchid Films', 'Fearon Entertainment', 'Bloodline Films']",['United States of America'],5923000.0,88.0,Never Die Alone,5.7,34.0,2004,3,26,1,Spring,Action,5,[]
10000000,"['Crime', 'Drama', 'Thriller']",553,da,9.808595,"['Zentropa Entertainments', 'Danmarks Radio (DR)', 'Trollhättan Film AB', 'Memfis Film', 'France 3 Cinéma', 'Sveriges Television (SVT)', 'Yleisradio (YLE)', 'Arte France Cinéma', 'Slot Machine', 'Liberator Productions', 'Nederlandse Programma Stichting (NPS)', 'Isabella Films B.V.', 'WDR / Arte', 'Film i Väst', 'Pain Unlimited GmbH Filmproduktion', 'Something Else B.V.', 'Sigma Films', 'Zoma Films Ltd.', 'Norsk TV2 AS']","['Denmark', 'Finland', 'France', 'Germany', 'Italy', 'Netherlands', 'Norway', 'Sweden', 'United Kingdom']",16680836.0,178.0,Dogville,7.6,619.0,2003,5,19,2,Spring,Action,3,"['rape', 'bondage', 'refugee', 'mountain', 'village life', 'blackmail', 'american dream', 'bank robber', 'mountain village', 'exploitation', 'rocky mountains', 'woman martyr', 'physical work', 'wanted poster', 'forced labour', 'last judgment', 'slavery', 'recession', 'friendship', 'police', 'hoodlum']"
66000000,"['Fantasy', 'Action', 'Science Fiction']",1487,en,13.206854,"['Columbia Pictures', 'Revolution Studios', 'Dark Horse Entertainment', 'Lawrence Gordon Productions', 'Starlite Films']",['United States of America'],99318987.0,122.0,Hellboy,6.5,2278.0,2004,4,2,2,Spring,Adventure,3,"['black magic', 'fistfight', 'cover-up', 'superhero', 'paranormal phenomena', 'narration from grave', 'demon', 'occult', 'combat photography', 'reanimated corpse', 'duringcreditsstinger']"
110000000,"['Animation', 'Family']",13700,en,8.555544,['Walt Disney Pictures'],['United States of America'],103951461.0,76.0,Home on the Range,5.7,405.0,2004,4,2,2,Spring,Animation,2,"['farm', 'cow', 'animal']"
56000000,"['Adventure', 'Drama', 'Action', 'Thriller']",11358,en,10.577565,"['Metro-Goldwyn-Mayer (MGM)', 'Mandeville Films', 'WWE Studios', 'Hyde Park Entertainment', 'Burke/Samples/Foster Productions', 'Cub Eight Productions']",['United States of America'],57223890.0,86.0,Walking Tall,6.0,387.0,2004,4,2,2,Spring,Adventure,4,"['casino', 'sheriff', 'home', 'violence', 'special forces', 'ex soldier']"
12000000,"['Comedy', 'Family']",19084,en,3.223039,"['Fox Searchlight Pictures', 'Bird and a Bear Entertainment', 'Hallway Pictures', 'Catch Productions']",['United States of America'],31179516.0,97.0,Johnson Family Vacation,4.8,31.0,2004,4,7,2,Spring,Comedy,2,[]
145000000,"['Western', 'History', 'War']",10733,en,12.240901,"['Imagine Entertainment', 'Touchstone Pictures']",['United States of America'],25819961.0,137.0,The Alamo,5.8,108.0,2004,4,7,2,Spring,Action,3,"['texas', 'officer', 'uprising', 'alamo', 'mexican']"
31000000,"['Family', 'Fantasy', 'Comedy']",14442,en,11.316988,"['World 2000 Entertainment', 'Enchanted Productions']","['Ireland', 'United Kingdom']",27388767.0,96.0,Ella Enchanted,5.9,454.0,2004,4,9,2,Spring,Animation,3,"['elves', 'based on novel', 'magic', 'fairy', 'prince', 'fairy tale', 'spell', 'fantasy world', 'giant', 'ogre', 'obedience', 'fairy godmother', 'elf']"
40000000,"['Comedy', 'Thriller', 'Crime']",2122,en,7.15606,"['Cheyenne Enterprises', 'Franchise Pictures', 'MHF Zweite Academy Film', 'Eclipse Catering', 'Nine Yards Two Productions', 'Nine Yards Productions']",['United States of America'],26155781.0,98.0,The Whole Ten Yards,5.5,282.0,2004,4,7,2,Spring,Comedy,3,['hitman']
13000000,"['Drama', 'History']",6844,en,11.14704,"['Paramount Pictures', 'Motion Picture Associates']",['United States of America'],122700000.0,220.0,The Ten Commandments,7.5,358.0,1956,10,5,4,Fall,Drama,2,"['egypt', 'miracle', 'slavery', 'israeli', 'epic', 'religion', 'judaism', 'pharaoh', 'biblical']"
650000,['Horror'],923,en,19.24201,"['Laurel Group', 'Dawn Associates']","['Italy', 'Japan', 'United States of America']",55000000.0,127.0,Dawn of the Dead,7.4,597.0,1978,9,2,3,Fall,Horror,1,"['helicopter', 'news broadcast', 'materialism', 'machete', 'bite', 'chaos', 'martial law', 'state of emergency', 'rock gang', 'infection', 'army', 'biker', 'truck', 'gore', 'zombie', 'motorcycle gang', 'violence', 'store', 'mall', 'pittsburgh']"
5600000,"['Action', 'Adventure', 'Comedy']",10338,en,5.191425,['Twentieth Century-Fox Productions'],['United Kingdom'],29950000.0,138.0,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,6.4,40.0,1965,6,3,2,Summer,Action,3,"['eiffel tower paris', 'air race', 'prize', 'british stereotype', 'reproduction', 'italian stereotype', 'german stereotype', 'vintage aircraft', 'stereotype', 'multinational', 'la marseillaise', '1910s']"
4500000,"['Comedy', 'Thriller', 'Drama']",10843,en,6.583161,"['Double Play', 'Geffen Company, The']",['United States of America'],10609321.0,97.0,After Hours,7.4,251.0,1985,9,13,3,Fall,Comedy,3,"['suicide', 'new york', 'date', 'subway', 'nightclub', 'overdose', 'artist', 'surreal', 'night', 'punk', 'murder', 'coincidence', 'mobster', 'vortex', 'one night', 'soho', 'district', 'circumstance']"
20000000,"['Music', 'Comedy', 'Crime']",15673,en,9.502332,"['Universal Pictures', 'Spyglass Entertainment', 'Epsilon Motion Pictures', 'CCLA Productions']",['United States of America'],11341016.0,98.0,Connie and Carla,6.4,24.0,2004,4,16,2,Spring,Animation,3,"['gay', 'drag queen', 'mistaken identity']"
30000000,"['Action', 'Crime', 'Thriller']",393,en,21.533072,"['Miramax Films', 'A Band Apart', 'Super Cool ManChu']",['United States of America'],152159461.0,136.0,Kill Bill: Vol. 2,7.7,4061.0,2004,4,16,2,Spring,Action,3,"['brother brother relationship', 'swordplay', 'katana', 'mother role', 'rage and hate', 'daughter', 'right and justice', 'single', 'aftercreditsstinger', 'duringcreditsstinger']"
33000000,"['Action', 'Crime', 'Drama']",7220,en,18.250919,"['Lions Gate Films', 'VIP 3 Medienfonds', 'Valhalla Motion Pictures', 'Marvel Enterprises', 'VIP 2 Medienfonds']","['Germany', 'United States of America']",54700105.0,124.0,The Punisher,6.1,786.0,2004,4,15,2,Spring,Action,3,"['chain', 'submachine gun', 'undercover', 'smuggling', 'twin brother', 'marvel comic', 'one man army', 'massacre', 'extreme violence', 'family reunion', 'pier']"
6400000,"['Drama', 'Thriller', 'Crime', 'Romance']",237,en,5.235419,['Recorded Picture Company (RPC)'],"['France', 'United Kingdom']",2500000.0,93.0,Young Adam,5.9,46.0,2003,9,26,3,Fall,Drama,4,"['individual', 'scotland', 'adultery', 'glasgow', 'river', 'boat', 'court case', 'dying and death', 'author', 'pregnancy', 'extramarital affair']"
37000000,"['Comedy', 'Fantasy', 'Romance']",10096,en,12.632595,"['Columbia Pictures', 'Revolution Studios', 'Thirteen Productions']",['United States of America'],96455697.0,98.0,13 Going on 30,6.3,1260.0,2004,4,13,2,Spring,Comedy,3,"['new york', 'photographer', 'editor-in-chief', 'wish', 'michael jackson', 'child as an adult', 'best friends in love']"
70000000,"['Action', 'Drama', 'Thriller', 'Crime']",9509,en,9.635691,"['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures', 'Scott Free Productions', 'New Regency Pictures']","['United Kingdom', 'United States of America']",130293714.0,146.0,Man on Fire,7.3,1583.0,2004,4,23,2,Spring,Action,4,"['mexico', 'cia', 'kidnapping', 'diary', 'bible', 'bodyguard', 'stuffed animal', 'cell phone', 'alcoholic', 'grenade launcher', 'bloodshed', 'swim meet']"
25000000,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",11058,en,11.271148,"['Lions Gate Films', '2929 Productions', 'Artists Production Group (APG)', 'Blue Productions']","['Canada', 'United States of America']",30114487.0,102.0,Godsend,4.7,114.0,2004,4,30,2,Spring,Drama,4,"['schizophrenia', 'clone', 'loss of son', 'nightmare', 'doctor']"
28000000,"['Action', 'Comedy', 'Romance', 'Thriller']",11141,en,5.739139,"['New Line Cinema', 'Irish Dreamtime', 'Deep River Productions', 'Initial Entertainment Group (IEG)']","['Germany', 'Ireland', 'United Kingdom']",30016165.0,90.0,Laws of Attraction,5.6,104.0,2004,4,4,2,Spring,Action,4,"['rock star', 'court case', 'rivalry', 'falling in love', 'ireland', 'divorce lawyer']"
17000000,['Comedy'],10625,en,11.454835,"['Paramount Pictures', 'Broadway Video', 'M.G. Films']",['United States of America'],129042871.0,97.0,Mean Girls,6.9,2401.0,2004,4,30,2,Spring,Comedy,1,"['female friendship', 'high school', 'fish out of water', 'best friend', 'teenager', 'popularity', 'gossip', 'teen comedy', 'high school rivalry', 'new girl at school']"
160000000,"['Horror', 'Adventure', 'Action']",7131,en,12.643312,"['Universal Pictures', 'Stillking Films', 'Sommers Company, The']","['Czech Republic', 'United States of America']",300257475.0,132.0,Van Helsing,6.0,1674.0,2004,5,5,2,Spring,Horror,3,"['transylvania', 'vatican', 'vampire', 'dracula', 'bite', 'frankenstein', 'werewolf', 'multiple monsters', 'van helsing', 'castles', 'mr. hyde']"
175000000,"['Adventure', 'Drama', 'War']",652,en,15.387275,"['Plan B Entertainment', 'Warner Bros.', 'Nimar Studios', 'Radiant Productions', 'Helena Productions', 'Latina Pictures']","['United States of America', 'Malta', 'United Kingdom']",497409852.0,163.0,Troy,6.9,2841.0,2004,5,13,2,Spring,Adventure,3,"['brother brother relationship', 'adultery', 'mythology', 'beauty', 'trojan war', 'bravery', 'wall', 'fraud', 'hostility', 'epic', 'sword fight', 'battlefield', 'ancient world', 'pyre', 'ancient greece', 'trojan horse', 'trojan', 'bronze age', 'sparta greece', 'helen of troy', ""homer's iliad""]"
55000000,"['Action', 'Thriller']",10375,en,13.374415,['Universal Pictures'],['United States of America'],6416302.0,96.0,D-Tox,5.4,126.0,2002,1,4,1,Winter,Action,2,"['alcoholism', 'serial killer', 'hospital', 'police officer', 'detox']"
40000000,"['Drama', 'Science Fiction']",11864,en,9.802889,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Bavaria Film', 'Kings Road Entertainment']",['United States of America'],12303411.0,108.0,Enemy Mine,6.7,253.0,1985,12,12,4,Winter,Drama,2,"['narration', 'slavery', 'space battle', 'future', 'complicated birth', 'survivor', 'friendship', 'war', 'stranded', 'alien', 'outer space', 'racism', 'planet', 'slave', 'reptilian', 'severed ear', 'man eating monster', 'pepsi']"
850000,"['Action', 'Crime', 'Thriller']",9461,en,10.687757,"['Golden Harvest Company', 'Concord Productions Inc.', 'Warner Bros.', 'Sequoia Productions']","['Hong Kong', 'United States of America']",90000000.0,99.0,Enter the Dragon,7.3,489.0,1973,8,17,3,Summer,Action,3,"['monk', 'martial arts', 'kung fu', 'temple', 'island', 'shaolin', 'martial arts tournament', 'crime lord']"
9500000,"['Action', 'Thriller', 'Adventure']",667,en,10.359669,['Eon Productions'],['United Kingdom'],111584787.0,117.0,You Only Live Twice,6.5,541.0,1967,6,12,2,Summer,Action,3,"['london england', 'japan', 'england', 'assassination', 'helicopter', 'vulkan', 'assassin', 'asia', 'secret identity', 'nasa', 'island', 'russia', 'missile', 'war ship', 'ninja fighter', 'secret base', 'secret mission', 'secret organization', 'secret intelligence service', 'phantom', 'villain', 'sumo ringer', 'volcano', 'funeral', 'space', 'soldier', 'killer', 'secret service', 'blast']"
27500000,"['Adventure', 'Action', 'Thriller']",700,en,10.619302,['Eon Productions'],"['United Kingdom', 'United States of America']",187500000.0,131.0,Octopussy,6.2,534.0,1983,6,5,2,Summer,Adventure,3,"['atomic bomb', 'eastern block', 'crocodile', 'secret intelligence service', 'kgb', 'snake charmer', 'hot air balloon', 'east berlin', 'british secret service']"
36000000,"['Adventure', 'Action', 'Thriller']",36670,en,10.231985,"['PSO International', 'TaliaFilm II Productions', 'Woodcote']","['Germany', 'United Kingdom', 'United States of America']",160000000.0,134.0,Never Say Never Again,5.8,348.0,1983,10,7,4,Fall,Adventure,3,"['video game', 'spy', 'bahamas', 'british', 'stealing', 'scuba diving', 'scuba', 'british secret service']"
350000,"['Drama', 'Romance']",294,en,1.553107,"['The Samuel Goldwyn Company', 'Desert Hearts Productions']",['United States of America'],2400000.0,96.0,Desert Hearts,6.7,21.0,1985,10,1,4,Fall,Drama,2,"['based on novel', 'nevada', 'coming out', 'farm', 'reno', 'lesbian', 'divorce', 'lgbt', 'woman director']"
10000000,"['Crime', 'Mystery', 'Horror', 'Thriller']",11507,en,9.836894,"['Columbia Pictures Corporation', 'Delphi II Productions']",['United States of America'],8801940.0,114.0,Body Double,6.4,138.0,1984,10,25,4,Fall,Action,4,"['female nudity', 'pornography', 'claustrophobia', 'nudity', 'witness', 'police', 'movie in movie', 'murder', 'neighbor', 'los angeles', 'peeping tom', 'porn actress', 'struggling actor', 'voyeurism', 'actor']"
500000,['Drama'],1162,en,4.368765,['Playfilm Productions'],['United States of America'],2500000.0,106.0,The Miracle Worker,7.5,65.0,1962,5,22,2,Spring,Drama,1,"['blindness and impaired vision', 'education', 'biography', 'historical figure', 'teacher', 'tutor', 'tantrum', 'railway station', 'institution', '19th century', 'struggle']"
